Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-sp-&&_f_Prades-09_09-VI-2021_IMG_8564.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes/Sphecodes-alternatus-ou-crassanus_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5548.JPG,Sphecodes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum interruptum/Lasioglossum-interruptum_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7199.JPG,Lasioglossum interruptum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7568.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4947.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4479.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4474.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4952.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4473.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7572.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7573.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera chrysopyga/Eucera-chrysopyga_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4475.JPG,Eucera chrysopyga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6153.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5537.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4625.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6158.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5366.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5348.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5365.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4632.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6151.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6066.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6067.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6045.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5355.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6051.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5345.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4643.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4627.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4684.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena limbata/Andrena-limbata_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5357.JPG,Andrena limbata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile/Megachile-sp_m_Gruissan-11_09-VIII-2021_IMG_0171.JPG,Megachile
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile/Megachile-sp_m_Gruissan-11_09-VIII-2021_IMG_0173.JPG,Megachile
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile/Megachile-sp_m_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6776.JPG,Megachile
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile/Megachile-sp_f_Torreilles-66_26-VI-2021_IMG_3420.JPG,Megachile
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile/Megachile-sp_m_Gruissan-11_09-VIII-2021_IMG_0169.JPG,Megachile
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile/Megachile-sp_m_Ax-les-Thermes-09_18-VIII-2021_IMG_0626.JPG,Megachile
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes monilicornis/Sphecodes-monilicornis_f_Prades-09_16-VIII-2019_IMG_1067.JPG,Sphecodes monilicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes monilicornis/Sphecodes-monilicornis_f_Prades-09_16-VIII-2019_IMG_1066.JPG,Sphecodes monilicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes monilicornis/Sphecodes-monilicornis_f_Prades-09_16-VIII-2019_IMG_1064.JPG,Sphecodes monilicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes monilicornis/Sphecodes-monilicornis_f_Prades-09_16-VIII-2019_IMG_1061.JPG,Sphecodes monilicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes monilicornis/Sphecodes-monilicornis_f_Prades-09_16-VIII-2019_IMG_1069.JPG,Sphecodes monilicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes monilicornis/Sphecodes-monilicornis_f_Prades-09_16-VIII-2019_IMG_1068.JPG,Sphecodes monilicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Trachusa byssina/Trachusa-byssina_f_Ax-les-Thermes-09_29-VII-2021_IMG_8525.JPG,Trachusa byssina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Trachusa byssina/Trachusa-byssina_f_Ax-les-Thermes-09_29-VII-2021_IMG_8523.JPG,Trachusa byssina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Vestitohalictus pollinosus/Vestitohalictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1387.JPG,Vestitohalictus pollinosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Vestitohalictus pollinosus/Vestitohalictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1388.JPG,Vestitohalictus pollinosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Vestitohalictus pollinosus/Vestitohalictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1412.JPG,Vestitohalictus pollinosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Vestitohalictus pollinosus/Vestitohalictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1416.JPG,Vestitohalictus pollinosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Vestitohalictus pollinosus/Vestitohalictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1392.JPG,Vestitohalictus pollinosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Vestitohalictus pollinosus/Vestitohalictus-pollinosus-ou-tectus_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1411.JPG,Vestitohalictus pollinosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile versicolor/Megachile-versicolor-&&_f_Ax-les-Thermes-09_29-VII-2021_IMG_8580.JPG,Megachile versicolor
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum punctatissimum/Hylaeus-punctatissimum_m_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1059.JPG,Lasioglossum punctatissimum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_f_Prades-09_07-VI-2021_IMG_8209.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Prades-09_20-V-2021_IMG_2638.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_3180.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_3170.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_Ferrals-les-Corbieres-11_27-V-2021_IMG_4244.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5886.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_5991.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_f_Prades-09_28-VIII-2021_IMG_2148.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_3136.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_5725.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Boutenac-11_03-V-2021_IMG_8525.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5334.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0384.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0450.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_f_Prades-09_09-VI-2021_IMG_8500.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Prades-09_07-VI-2021_IMG_8202.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7075.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7048.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_3295.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_3165.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0289.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7034.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_Ferrals-les-Corbieres-11_27-V-2021_IMG_4383.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_3142.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Torreilles-66_26-VI-2021_IMG_3069.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_f_Prades-09_07-VI-2021_IMG_8220.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_3183.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_5979.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Prades-09_20-V-2021_IMG_2403.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_21-V-2021_IMG_2768.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Prades-09_28-V-2021_IMG_5159.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-leucozonium-ou-bimaculatum_f_Boutenac-11_03-V-2021_IMG_8692.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_f_Prades-09_07-VI-2021_IMG_8171.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0448.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0248.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_Ferrals-les-Corbieres-11_27-V-2021_IMG_4390.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus sp_f_Prades-09_20-V-2021_IMG_2456.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0774.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5395.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7068.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-leucozonium-ou-bimaculatum_f_Boutenac-11_03-V-2021_IMG_8712.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7041.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_m_Prades-09_28-VIII-2021_IMG_2229.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Prades-09_28-V-2021_IMG_5155.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_f_Prades-09_09-VI-2021_IMG_8529.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0394.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Dialictus-sp_m_Prades-09_28-VIII-2021_IMG_2233.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-leucozonium-ou-bimaculatum_f_Boutenac-11_03-V-2021_IMG_8702.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_5939.JPG,Lasioglossum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum/Lasioglossum-sp_f_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5890.JPG,Lasioglossum
